area_type,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Sahakara Nagar,5 Bedroom,,1200,5,,160
Super built-up  Area,Malleshwaram,3 BHK,,2600,3,1,237
Super built-up  Area,JP Nagar,4 BHK,,3000,4,2,140
Super built-up  Area,Electronic City Phase II,3 BHK,Coomee ,1418,3,2,52.47
Built-up  Area,Ramesh Nagar,2 Bedroom,,4200,1,2,160
Built-up  Area,EPIP Zone,2 BHK,ValiaCa,1125,2,1,65
Super built-up  Area,CV Raman Nagar,3 BHK,Pu270a ,1825,3,2,126
Super built-up  Area,Whitefield,2 BHK,Veales ,1320,2,3,79.5
Built-up  Area,JP Nagar,4 Bedroom,,3000,4,2,140
Super built-up  Area,HAL 2nd Stage,3 BHK,MamalPr,1490,2,2,300
Plot  Area,8th block Koramangala,4 Bedroom,,1650,3,1,300
Super built-up  Area,Whitefield,2 BHK,Oreldhi,750,2,1,52.7
Super built-up  Area,Yelahanka,3 BHK,Masser ,1400,2,2,80.54
Super built-up  Area,Sathya Sai Layout,4 BHK,Prowshi,4104,4,3,360
Built-up  Area,Rajaji Nagar,4 BHK,,5000,4,0,375
Plot  Area,Mahadevpura,5 Bedroom,,3295,4,2,260
Plot  Area,A Narayanapura,4 Bedroom,,1150,3,1,110
Plot  Area,Whitefield,3 Bedroom,,1200,3,1,61.96
Built-up  Area,Poorna Pragna Layout,2 BHK,Pathira,965,2,2,48
Plot  Area,Gottigere,1 Bedroom,,812,1,1,26
Super built-up  Area,KR Puram,2 BHK,HovasTe,1100,2,2,43
Super built-up  Area,Whitefield,2 BHK,SSthamh,1180,2,2,41
Super built-up  Area,HSR Layout,2 BHK,NRosete,1145,2,2,48
Super built-up  Area,Haralur Road,2 BHK,,1027,2,1,44
Super built-up  Area,Silk Board,2 BHK,,1215,2,2,49.85
Plot  Area,Hegde Nagar,2 Bedroom,,1200,2,0,75
Super built-up  Area,Kenchenahalli,2 BHK,AriosPa,1015,2,2,58
Plot  Area,Kaggalipura,3 Bedroom,AxvamTa,2400,3,1,165
Plot  Area,Whitefield,4 Bedroom,Prrry M,3000,4,3,306
Built-up  Area,7th Phase JP Nagar,3 Bedroom,,3300,4,3,160
Super built-up  Area,Puttanahalli,2 BHK,,1076,2,2,52
Super built-up  Area,JP Nagar,2 BHK,Shestut,1300,2,1,109
Built-up  Area,Hebbal Kempapura,2 BHK,Goateds,1300,2,2,102
Super built-up  Area,Hosa Road,3 BHK,Sosisic,1512,3,1,123
Carpet  Area,Bhoganhalli,3 BHK,Rosha I,1053.4,3,1,88.91
Super built-up  Area,Yeshwanthpur,1 BHK,VSlistr,540 - 670,1,0,41.745
Super built-up  Area,Hormavu,2 BHK,NStusD ,1153,2,1,65
Plot  Area,Virat Nagar,2 Bedroom,,2080,2,1,150
Super built-up  Area,Hulimavu,2 BHK,RatosAr,1255,2,2,69
Built-up  Area,Bannerghatta Road,4 BHK,,315Sq. Yards,5,,260
Super built-up  Area,Marathahalli,3 BHK,PueraRi,1583,3,3,109
Super built-up  Area,Kundalahalli Colony,2 BHK,Goourta,1505,2,2,90
Super built-up  Area,Kathriguppe,3 BHK,,1365,2,2,75.08
Plot  Area,Dwarka Nagar,3 Bedroom,,1200,3,3,95.75
Super built-up  Area,Amblipura,3 BHK,IDldsin,1810,4,3,148
Built-up  Area,Magadi Road,1 Bedroom,,440,1,0,35
Super built-up  Area,Subramanyapura,2 BHK,Mayne A,975,2,1,63
Super built-up  Area,Doddagubbi,2 BHK,,1250,2,3,39
Super built-up  Area,Gopalkrishna Nagar,3 BHK,MJarlPe,1530,2,1,97
Super built-up  Area,Kereguddadahalli,3 BHK,DSdorSp,1300,2,2,39
Super built-up  Area,Channasandra,2 BHK,,1115,2,1,40
Super built-up  Area,Sarjapur  Road,2 BHK,SJityaz,1308,2,1,83
Super built-up  Area,Parappana Agrahara,2 BHK,Peide L,1194,2,2,47
Super built-up  Area,Uttarahalli,3 BHK,,1490,2,2,59.6
Plot  Area,Bannerghatta Road,4 Bedroom,,10000,4,0,450
Super built-up  Area,Sarjapur  Road,3 BHK,Brareio,1592,3,1,91
Super built-up  Area,Rajaji Nagar,2 BHK,Puwerun,1222,2,0,112
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1267,2,2,42.85
Super built-up  Area,Balagere,1 BHK,Soresea,656,1,1,53
Plot  Area,Dodda Nekkundi,4 Bedroom,Adstah ,3400,4,3,530
Built-up  Area,Garudachar Palya,4 BHK,NatanNi,4500,5,,400
Plot  Area,Chandapura,2 Bedroom,,1200,1,1,36
Super built-up  Area,Thanisandra,3 BHK,Soitya ,1698,3,2,102
Built-up  Area,Tata Nagar,3 BHK,Karchru,1500,3,2,70
Plot  Area,Sunkadakatte,4 Bedroom,,2000,5,0,80
Super built-up  Area,Electronic City,2 BHK,Prarkun,1152,2,1,65.75
Super built-up  Area,Raja Rajeshwari Nagar,1 BHK,,550,1,0,21
Super built-up  Area,Pattandur Agrahara,2 BHK,ShaleSp,900,2,2,42
Super built-up  Area,Rajarajeshwari nagar,3 BHK,,1410,2,2,45.12
Built-up  Area,Akshaya Nagar,3 BHK,DLhtsnd,1419,2,3,73
Super built-up  Area,Amruthahalli,2 BHK,,1200,2,1,55
Super built-up  Area,AECS Layout,3 BHK,,1800,3,3,65
Super built-up  Area,Gottigere,2 BHK,Drente ,990,2,1,40
Super built-up  Area,Sarjapur  Road,2 BHK,,1016,2,1,45
Super built-up  Area,Bannerghatta Road,2 BHK,Saavenc,1100,2,0,39
Built-up  Area,Ramamurthy Nagar,4 BHK,,850,2,1,65
Super built-up  Area,Whitefield,2 BHK,Rabow R,1095,2,1,35
Super built-up  Area,Rajarajeshwarinagar,3 BHK,,2000,3,2,85
Super built-up  Area,Budigere,2 BHK,PrityTr,1444,2,2,70
Super built-up  Area,Whitefield,2 BHK,Nillsre,1415,2,3,67
Plot  Area,Jinkethimmanahalli,3 Bedroom,,1500,2,1,130
Super built-up  Area,Daadys Gaarden Layout,3 BHK,InockHo,1600,3,3,72
Super built-up  Area,Whitefield,2 BHK,SMuilan,1105,2,1,41.36
Super built-up  Area,Electronic City,3 BHK,S2oveat,1225,3,0,45.03
Super built-up  Area,Frazer Town,3 BHK,Prook M,2560,3,2,265
Super built-up  Area,Kanakpura Road,2 BHK,,1080,2,1,37.8
Plot  Area,Dasarahalli,7 Bedroom,,2400,3,3,150
Super built-up  Area,Talaghattapura,3 BHK,Sodgere,1856,3,2,135
Super built-up  Area,Haralur Road,3 BHK,NRowse ,1464,3,2,56
Plot  Area,Vishwapriya Nagar,6 Bedroom,,2100,6,2,71
Super built-up  Area,Sarjapur  Road,2 BHK,Itvas S,1150,2,2,77
Plot  Area,Abbigere,5 Bedroom,,1200,4,1,98
Super built-up  Area,Whitefield,3 BHK,Prtates,1650 - 2538,,,113.19
Super built-up  Area,5th Phase JP Nagar,3 BHK,MBncele,1485,2,2,67
Super built-up  Area,Vimanapura,3 BHK,Inion P,2500,3,3,75
Plot  Area,Whitefield,2 Bedroom,,1200,2,1,45
Super built-up  Area,Hennur Road,2 BHK,Koagati,1036,2,1,59.46
Plot  Area,Whitefield,4 Bedroom,VDe 1Du,3445,5,3,270
Super built-up  Area,Dodsworth Layout,2 BHK,Ciques ,1400,2,2,80
Super built-up  Area,Bommanahalli,2 BHK,,1110,2,2,33
Built-up  Area,Kodichikkanahalli,2 BHK,Saire S,1150,2,3,48
Super built-up  Area,Kenchenahalli,1 BHK,AriosPa,715,1,1,45
Plot  Area,Magadi Road,4 Bedroom,,1200,4,0,130
Plot  Area,Rajaji Nagar,5 Bedroom,,1200,3,1,260
Super built-up  Area,Jakkur,4 BHK,UNERA P,2283,4,2,130
Plot  Area,1st Stage Radha Krishna Layout,6 Bedroom,,1790,5,1,250
Super built-up  Area,Hormavu,3 BHK,,1453,2,2,43.58
Built-up  Area,Nagarbhavi,3 BHK,Vaows M,1400,2,1,85
Super built-up  Area,Padmanabhanagar,3 BHK,Naasyak,1400,3,0,65
Super built-up  Area,Whitefield,3 BHK,Mithmn ,1700,3,1,140
Super built-up  Area,Kanakpura Road,3 BHK,PrityFa,1591,3,1,120
Super built-up  Area,Nagarbhavi,3 BHK,Deens G,1515,2,1,79
Built-up  Area,Marathahalli,5 Bedroom,,2500,3,3,200
Super built-up  Area,Chandapura,2 BHK,SunceEs,975,2,1,24.86
Super built-up  Area,Yeshwanthpur,3 BHK,IBityin,1382,2,2,76.18
Plot  Area,Nagasandra,7 Bedroom,,1750,5,2,350
Super built-up  Area,Sector 1 HSR Layout,3 BHK,SodilDa,1533,3,2,150
Super built-up  Area,Cunningham Road,3 BHK,Lelia M,3815,3,1,763
Super built-up  Area,Amarjyothi Colony,2 BHK,,1100,2,2,38
Super built-up  Area,Dairy Circle,4 BHK,Soeurri,3730,6,2,450
Super built-up  Area,Banashankari Stage II,3 BHK,,1500,2,1,120
Super built-up  Area,Yelahanka,3 BHK,Rarthne,1391,2,2,64.5
Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1160,2,2,42.92
Built-up  Area,Chandapura,1 BHK,,620,1,1,27
Plot  Area,MS Pallya,8 Bedroom,,2400,9,3,350
Plot  Area,Vidyaranyapura,8 Bedroom,,1200,7,3,130
Built-up  Area,Whitefield,4 Bedroom,,4827,4,3,400
Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1482,3,3,60.98
Super built-up  Area,Whitefield,2 BHK,SBoneuc,1405,2,2,84.5
Built-up  Area,Gunjur,2 BHK,Puide P,1190,2,2,40
Super built-up  Area,Harlur,2 BHK,Prncyrn,1174,2,1,78
Plot  Area,Seegehalli,2 Bedroom,,1155,2,0,72
Super built-up  Area,Thanisandra,3 BHK,Bhe 2ko,1411,3,1,93.04
Super built-up  Area,Jalahalli West,2 BHK,Prntsax,745,2,0,50
Super built-up  Area,Kereguddadahalli,2 BHK,Jaood G,1000,2,2,30
Super built-up  Area,Jigani,2 BHK,DLhtsen,923,2,1,50
Built-up  Area,Yeshwanthpur,2 BHK,IBityin,1000,2,2,32
Super built-up  Area,Battarahalli,2 BHK,Srhamra,1276,2,2,45
Built-up  Area,Devasthanagalu,3 BHK,Grmes L,1460,3,2,70
Super built-up  Area,Yemlur,2 BHK,,1355,2,1,95
Super built-up  Area,Avalahalli,1 BHK,ZeodsWo,833,1,1,49
Built-up  Area,Bapuji Layout,8 Bedroom,,1200,8,,275
Plot  Area,Cambridge Layout,5 Bedroom,,1750,5,1,450
Super built-up  Area,Ramamurthy Nagar,2 BHK,Vaharvi,1200,2,1,48
Super built-up  Area,Yeshwanthpur,1 BHK,IBityin,669,1,1,36.85
Plot  Area,7th Phase JP Nagar,3 Bedroom,,2200,4,2,105
Super built-up  Area,Koramangala,3 BHK,SRidsrc,1594,3,,125
Super built-up  Area,Kothanur,3 BHK,Somumys,1790,3,2,105
Super built-up  Area,NGR Layout,2 BHK,,1020,2,1,45
Plot  Area,Doddanekundi,4 Bedroom,,3250,5,1,850
Super built-up  Area,Vasantapura main road,2 BHK,,1037,2,1,36.28
Super built-up  Area,Whitefield,3 BHK,SearkHy,1345,2,2,57
Super built-up  Area,Kodichikkanahalli,2 BHK,,1070,2,3,43
Super built-up  Area,Sector 6 HSR Layout,4 BHK,,3000,5,,270
Super built-up  Area,Yeshwanthpur,3 BHK,IBityin,1385,2,2,76.18
Super built-up  Area,Kanakpura Road,2 BHK,Niacesa,1207,2,2,79.9
Super built-up  Area,Varthur,2 BHK,Caiseur,1140,2,3,55.5
Built-up  Area,Basavanapura,2 BHK,Papusa ,1220,2,2,68
Plot  Area,CQAL Layout,4 Bedroom,,3811,3,2,475
Super built-up  Area,Iblur Village,4 BHK,Emine P,3596,5,0,252
Built-up  Area,Sarjapur  Road,3 BHK,Contsci,1965,3,3,120
Built-up  Area,Koramangala,3 BHK,KHage G,1760,2,0,115
Super built-up  Area,Haralur Road,2 BHK,SNnia E,1225,2,1,70
Super built-up  Area,Marathahalli,2 BHK,,1075,2,2,52.43
Built-up  Area,Panathur,2 BHK,,1000,2,1,68
Super built-up  Area,Hennur Road,3 BHK,SaireSa,1891,3,1,109
Super built-up  Area,Yelahanka,2 BHK,PuziaVe,1322,2,2,86
Plot  Area,Mathikere,3 Bedroom,,1095,3,0,215
Built-up  Area,Bellandur,4 Bedroom,Vaodssh,3600,4,0,260
Super built-up  Area,AECS Layout,2 BHK,Foncync,1045,2,1,36.58
Super built-up  Area,Venugopal Reddy Layout,3 BHK,Patust ,1545,3,3,85
Super built-up  Area,Thanisandra,3 BHK,G conTh,1996,3,2,135
Super built-up  Area,Brookefield,2 BHK,Gotaten,1125,2,2,70
Super built-up  Area,Mysore Road,3 BHK,PrntaEn,1560,3,1,115
Super built-up  Area,BEML Layout,3 BHK,,2000,2,2,85
Built-up  Area,Murugeshpalya,4 BHK,IBaveen,3100,4,2,310
Built-up  Area,Lake City,2 BHK,Prdenth,780,2,1,35
Plot  Area,Lakshmipura,2 Bedroom,,1350,2,1,110
Super built-up  Area,Sarjapur  Road,3 BHK,Adeatlm,2275,4,2,180
Super built-up  Area,Pragathi Nagar,2 BHK,DStra S,1350,2,2,41
Super built-up  Area,Haralur Road,3 BHK,NRowse ,1464,3,3,56
Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1570,3,3,64.5
Super built-up  Area,Dasanapura,1 BHK,Tavenew,708,1,0,28.32
Super built-up  Area,Sarjapur  Road,3 BHK,Mades G,1680,3,1,160
Super built-up  Area,Hoodi,2 BHK,SMaxyay,1400,2,1,82
Super built-up  Area,Bellandur,2 BHK,GoncyRe,1310,2,2,72
Built-up  Area,BTM Layout,6 Bedroom,,3300,6,3,165
Super built-up  Area,Electronics City Phase 1,2 BHK,Shitt S,1175,2,1,57
Built-up  Area,Chikkalasandra,3 BHK,V2avei ,1428,2,1,80
Plot  Area,Akshaya Nagar,4 Bedroom,,750,4,2,62
Super built-up  Area,Whitefield,4 BHK,,3252,4,3,280
Super built-up  Area,Haralur Road,2 BHK,,1194,2,2,46
Plot  Area,Old Town,8 Bedroom,,750,8,,200
Super built-up  Area,8th Phase JP Nagar,2 BHK,,1080,2,2,35
Super built-up  Area,Vijaya Bank Layout,3 BHK,,1200,2,1,68
Plot  Area,Whitefield,2 Bedroom,,1200,2,1,45
Plot  Area,Okalipura,5 Bedroom,,1200,4,3,120
Built-up  Area,Bommasandra Industrial Area,3 BHK,,1320,2,1,38.13
Super built-up  Area,Badavala Nagar,3 BHK,DNncasa,1842,3,2,115
Super built-up  Area,Sector 2 HSR Layout,2 BHK,NDpalSe,1146,2,3,55
Super built-up  Area,Rachenahalli,1 BHK,AsNowre,440,1,1,28
Super built-up  Area,Sahakara Nagar,2 BHK,KPhtsei,1048,2,3,50
Super built-up  Area,Thanisandra,3 BHK,Soitya ,1801,3,1,115
Super built-up  Area,Hennur Road,2 BHK,Puachal,1232,2,1,69.61
Super built-up  Area,Whitefield,2 BHK,Viisear,1150,2,2,90
Super built-up  Area,Talaghattapura,3 BHK,Sodgere,1868,3,1,120
Super built-up  Area,Begur,3 BHK,Arera V,1445,2,2,47.1
Super built-up  Area,Hebbal Kempapura,3 BHK,Goateds,1466,2,3,140
Built-up  Area,Harlur,3 BHK,,1730,3,2,100
Super built-up  Area,JP Nagar,3 BHK,Pehtsa ,3860,3,2,402
Super built-up  Area,Somasundara Palya,2 BHK,ManceEl,1185,2,3,70
Built-up  Area,Yeshwanthpur,3 BHK,,3027,4,3,260
Built-up  Area,Whitefield,4 BHK,,2400,4,3,147
Built-up  Area,Kaval Byrasandra,2 BHK,,1185,2,1,49
Super built-up  Area,Hongasandra,2 BHK,,1150,2,2,49
Plot  Area,Maruthi Extension,5 Bedroom,,2000,4,2,180
Plot  Area,Vidyapeeta,6 Bedroom,,875,3,1,98
Super built-up  Area,Pai Layout,2 BHK,,1075,2,2,35
Super built-up  Area,Hebbal,3 BHK,Mahosya,1760,3,2,123
Super built-up  Area,Banashankari,2 BHK,,1600,2,1,63.98
Plot  Area,Madiwala,4 Bedroom,,910,4,1,140
Super built-up  Area,Haralur Road,2 BHK,Ozensve,1000,2,1,78
Super built-up  Area,7th Phase JP Nagar,2 BHK,BriumMi,1215,2,2,90
Super built-up  Area,EPIP Zone,3 BHK,Ste 2al,1734,3,3,125
Super built-up  Area,Akshaya Nagar,2 BHK,,1280,2,1,60
Super built-up  Area,Rachenahalli,2 BHK,Paentta,1113,2,1,55
Super built-up  Area,Horamavu Banaswadi,2 BHK,,1272,2,2,48
Built-up  Area,Kereguddadahalli,3 BHK,Jaood G,1240,3,2,41
Built-up  Area,Varthur,8 Bedroom,,704,8,3,92
Super built-up  Area,Yelahanka,2 BHK,,1100,2,1,70
Super built-up  Area,Ambalipura,2 BHK,Sisice ,896,2,1,30.13
Super built-up  Area,Rachenahalli,4 BHK,,3657,5,,220
Super built-up  Area,BTM 2nd Stage,2 BHK,Fea 3Al,1200,2,0,35
Built-up  Area,Ramagondanahalli,4 BHK,,2800,4,3,155
Super built-up  Area,Hebbal,4 BHK,Raard B,2790,4,3,198
Built-up  Area,Ambalipura,3 BHK,AltesEs,3500,3,,198
Built-up  Area,Ramamurthy Nagar,3 Bedroom,,3600,3,2,150
Built-up  Area,Sarjapur,2 BHK,Srncya ,1500,2,2,30
Plot  Area,Meenakshi Layout,8 Bedroom,,1200,7,0,220
Super built-up  Area,S R Layout,2 BHK,Seasare,1096,2,2,48
Built-up  Area,Cholanayakanahalli,2 Bedroom,,580,2,0,95
Super built-up  Area,GD Layout,2 BHK,,1094,2,1,44
Super built-up  Area,Vittal Nagar,2 BHK,,1100,2,2,49
Super built-up  Area,Iblur Village,4 BHK,DNionfl,2725 - 3250,5,0,191
Super built-up  Area,Koramangala,4 BHK,Prood P,2503,6,2,325
Super built-up  Area,Nagarbhavi,2 BHK,,1145,2,2,40
Super built-up  Area,Rachenahalli,3 BHK,Sovar S,1550,3,2,74.5
Super built-up  Area,Seegehalli,3 BHK,Paoliy ,1830,4,2,82
Super built-up  Area,Hoodi,3 BHK,Caycend,1746,3,3,84.95
Built-up  Area,Maruthi Sevanagar,4 Bedroom,,1280,4,1,115
Super built-up  Area,Kengeri,2 BHK,,918,2,1,27.54
Super built-up  Area,Chandapura,1 BHK,SunceEs,645,1,1,16.45
Super built-up  Area,Banashankari Stage III,3 BHK,Pridsi ,1305,2,1,60
Super built-up  Area,Thigalarapalya,2 BHK,SLavena,1207,2,2,62
Built-up  Area,Thanisandra,3 BHK,Soitya ,1678,3,2,125
Super built-up  Area,Kaggalipura,2 BHK,Baowsig,950,2,1,50
Plot  Area,Munnekollal,10 Bedroom,,1200,7,,240
Super built-up  Area,Electronic City,2 BHK,GMown E,1070,2,1,55
Super built-up  Area,Ardendale,3 BHK,SoystAm,1732.46,3,2,92
Super built-up  Area,Attibele,3 BHK,DSvar S,1639,2,1,40.98
Super built-up  Area,Marathahalli,2 BHK,Prionad,1360,2,1,103
Plot  Area,Malleshpalya,4 Bedroom,,2592,4,2,250
Plot  Area,RMV 2nd Stage,3 Bedroom,,4470,3,,700
Plot  Area,Kithaganur,5 Bedroom,,720,4,3,62
Super built-up  Area,Lakshminarayana Pura,3 BHK,RothaVa,1656,3,2,150
Super built-up  Area,Sarjapur  Road,2 BHK,Asira E,985,2,1,49
Super built-up  Area,Dodda Nekkundi,3 BHK,,1999,3,2,135
Super built-up  Area,7th Phase JP Nagar,2 BHK,Brnia G,1050,2,1,75
Super built-up  Area,Whitefield,3 BHK,,1440,2,2,64
Super built-up  Area,Basavangudi,3 BHK,Swers T,1600,2,2,160
Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1253,2,1,52.66
Plot  Area,Shirdi Sai Nagar,3 Bedroom,,1200,3,0,85
Super built-up  Area,Padmanabhanagar,3 BHK,,1360,2,3,75
Super built-up  Area,Hagadur,2 BHK,,1086,2,1,47.5
Super built-up  Area,Wilson Garden,3 BHK,Gonoril,1655,3,2,155
Plot  Area,Old Madras Road,4 Bedroom,,2600,4,,260
Super built-up  Area,Sarjapur  Road,2 BHK,Contsci,1418,2,2,78
Super built-up  Area,Kalena Agrahara,2 BHK,PuamaPa,1270,2,2,100
Super built-up  Area,Begur Road,3 BHK,Dhalsh ,1410,2,3,52.17
Super built-up  Area,"JP Nagar 7th Phase, ",2 BHK,,1150,2,1,74
Plot  Area,Ramamurthy Nagar,2 Bedroom,,600,3,2,45
Built-up  Area,Raghuvanahalli,3 BHK,,1440,3,2,65.8
Plot  Area,J C Nagar,3 Bedroom,,1200,2,0,108
Super built-up  Area,Sadduguntepalya,2 BHK,Jaanaa ,1200,2,2,75
Super built-up  Area,Begur Road,3 BHK,Dhalsh ,1410,2,3,50.06
Plot  Area,Chandapura,4 Bedroom,Cangse ,1200,5,2,92
Plot  Area,Jalahalli,3 Bedroom,,600,3,2,60
Built-up  Area,Whitefield,1 BHK,,624,1,1,35
Super built-up  Area,Electronic City,2 BHK,Pao 3ow,1060,2,1,58
Super built-up  Area,Hebbal,4 BHK,Cehosy ,3960,5,3,386
Plot  Area,Whitefield,2 Bedroom,,1200,2,1,45
Plot  Area,Vidyaranyapura,4 Bedroom,,1200,4,2,175
Built-up  Area,Sarjapur,4 BHK,,1917,3,0,60
Super built-up  Area,KR Puram,2 BHK,HovasTe,950,2,1,40
Plot  Area,Channasandra,2 Bedroom,,3040,2,1,48
Super built-up  Area,BTM 2nd Stage,3 BHK,,1250,3,1,50
Super built-up  Area,Vishwapriya Layout,2 BHK,Sanumn ,1235,2,2,60
Super built-up  Area,Budigere,1 BHK,PrityTr,722,1,0,46
Plot  Area,Kanakpura Road,4 Bedroom,ColeyNa,2775,3,1,165
Built-up  Area,Sarjapur  Road,2 BHK,Mades G,1200,2,1,93
Built-up  Area,Bannerghatta Road,3 BHK,,1400,3,,68
Built-up  Area,Mallathahalli,3 BHK,Viers S,1225,3,3,60
Super built-up  Area,Marathahalli,2 BHK,,1220,2,1,58.5
Super built-up  Area,Nagavarapalya,1 BHK,PuonsSe,705,1,1,52.5
Super built-up  Area,Battarahalli,3 BHK,PaontWa,1880,3,2,94.36
Plot  Area,Yelahanka,2 Bedroom,,1200,2,1,70
Built-up  Area,Doddakammanahalli,3 BHK,SrarkSk,1550,2,1,60
Super built-up  Area,Lingadheeranahalli,3 BHK,Soiewre,1893,3,1,130
Super built-up  Area,HMT Layout,3 BHK,LoentKr,1650,3,2,75
Built-up  Area,Chikkathoguru,2 BHK,Srvasi ,1113,2,2,46
Plot  Area,BEL Road,2 Bedroom,,1500,2,0,203
Plot  Area,Kamakshipalya,9 Bedroom,,1800,9,1,180
Super built-up  Area,Sarjapur  Road,3 BHK,MJtumty,1586,3,3,70
Plot  Area,Seegehalli,3 Bedroom,Chorda ,4000,3,1,235
Super built-up  Area,Yelahanka New Town,3 BHK,SPllain,1541,3,3,80
Super built-up  Area,Haralur Road,3 BHK,SNnia E,1830,3,2,101
Super built-up  Area,Kodigehalli,2 BHK,,1200,2,2,48
Plot  Area,Bidrahalli,3 Bedroom,,1800,2,0,72
Super built-up  Area,Bommasandra,2 BHK,SSestth,1015,2,1,40
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2,2,37.95
Super built-up  Area,Hoodi,1 BHK,GoAirej,706,1,1,48.24
Plot  Area,Medi Agrahara,4 Bedroom,,1350,4,2,85
Plot  Area,Kumaraswami Layout,6 Bedroom,,610,4,,95
Plot  Area,Kanakpura Road,3 Bedroom,ColeyNa,1900,3,1,99
Plot  Area,Harlur,4 Bedroom,,1200,4,,243
Built-up  Area,Seegehalli,4 BHK,Paoliy ,3000,5,3,150
Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2,1,42
Super built-up  Area,Kanakpura Road,2 BHK,Soazak ,1290,2,3,80
Super built-up  Area,Akshaya Nagar,2 BHK,SuBayin,1200,2,1,50
Built-up  Area,Hormavu,2 BHK,Naandit,1150,2,1,53.11
Super built-up  Area,Uttarahalli,3 BHK,,1360,2,3,61.2
Carpet  Area,4th Block Koramangala,9 BHK,,4500,9,,500
Super built-up  Area,whitefiled,2 BHK,,935,2,1,32.73
Super built-up  Area,Cox Town,3 BHK,ElentAp,1730,3,3,140
Super built-up  Area,Sarjapur  Road,2 BHK,,1260,2,2,53
Built-up  Area,Banagiri Nagar,6 Bedroom,,675,6,2,125
Plot  Area,Marathahalli,4 Bedroom,,4000,4,1,650
Super built-up  Area,Marathahalli,2 BHK,,950,2,1,45.68
Plot  Area,Subbannaiah Palya,2 Bedroom,,600,3,2,85
Built-up  Area,Vadarpalya,5 Bedroom,,2500,5,2,120
Super built-up  Area,Hegde Nagar,4 BHK,SoisoCa,3216,5,2,300
Plot  Area,N R Layout,6 Bedroom,,800,3,2,120
Super built-up  Area,Budigere,3 BHK,PrityTr,1991,4,2,88
Super built-up  Area,Sarjapur  Road,2 BHK,Shthi S,1115,2,1,60
Super built-up  Area,Koramangala,3 BHK,Gencysi,1900,3,3,150
Super built-up  Area,Whitefield,2 BHK,SMuilan,1109,2,1,41.49
Super built-up  Area,Rajiv Nagar,4 BHK,PuoodSk,2340,5,1,129
Plot  Area,Judicial Layout,6 Bedroom,,1200,6,2,300
Plot  Area,Whitefield,4 Bedroom,Chllea ,4356,5,1,850
Super built-up  Area,9th Phase JP Nagar,2 BHK,NaensGa,1005,2,1,43
Super built-up  Area,Kengeri,1 BHK,VBn 2lm,416,1,1,19.5
Super built-up  Area,1st Phase JP Nagar,2 BHK,NCaveun,1394,2,1,100
Super built-up  Area,Harlur,3 BHK,SrEndPo,2138,3,2,110
Built-up  Area,Richards Town,3 BHK,Arata A,1550,3,2,160
Super built-up  Area,Nagavarapalya,3 BHK,Giconal,1300,3,1,80
Super built-up  Area,Thanisandra,2 BHK,Bhmesy ,1265,2,2,82
Built-up  Area,Manorayana Palya,2 BHK,,1140,2,2,52
Carpet  Area,BCC Layout,2 BHK,Mae 1Ar,1050,2,3,40
Built-up  Area,Thanisandra,2 BHK,,1100,2,1,48
Super built-up  Area,Varthur,2 BHK,Soamsay,1012,2,1,59
Plot  Area,Varthur,4 Bedroom,Darsh S,1600,4,3,112
Super built-up  Area,Yelahanka,2 BHK,Niareum,1326,2,2,57
Built-up  Area,Hebbal Kempapura,3 BHK,,1654,2,3,85
Plot  Area,Jeevan bima nagar,3 Bedroom,,1705,2,1,290
Super built-up  Area,Chikkalasandra,2 BHK,,1070,2,1,42.8
Super built-up  Area,Whitefield,3 BHK,Brony H,1700,3,2,95
Carpet  Area,Bhoganhalli,2 BHK,Rosha I,910.2,2,1,80.64
Super built-up  Area,Kogilu,2 BHK,,1140,2,2,50.66
Plot  Area,Whitefield,4 Bedroom,Skensk ,4960,4,3,400
Super built-up  Area,Talaghattapura,3 BHK,Sodgere,2254,3,2,170
Super built-up  Area,Kanakapura,2 BHK,,945,2,1,47
Super built-up  Area,Begur Road,4 BHK,Pruthg ,2462,6,2,150
Plot  Area,Giri Nagar,3 Bedroom,,1350,3,0,240
Super built-up  Area,Marathahalli,1 BHK,PrensKe,615,1,1,44
Plot  Area,Ramamurthy Nagar,2 Bedroom,,1110,2,0,65
Super built-up  Area,Haralur Road,1 BHK,SNnia E,575,1,1,88
Super built-up  Area,Electronic City,2 BHK,GMown E,1025,2,1,54.1
Built-up  Area,Vinayak Nagar,3 BHK,Niarknt,1758,3,2,95
Super built-up  Area,Gopalapura,4 BHK,Sothadr,3179,5,3,351
Super built-up  Area,Kaikondrahalli,3 BHK,Srsica ,1342,3,3,92
Super built-up  Area,Kalyan nagar,3 BHK,AgaveEn,1800,3,2,85
Built-up  Area,Whitefield,4 BHK,,2928,4,3,198
Built-up  Area,Doddathoguru,2 BHK,,1140,2,3,32
