"","area_type","location","size","society","total_sqft","bath","balcony","price"
"3993","Super built-up  Area","Murugeshpalya",3,"IBaveen",2135,3,2,160
"3994","Super built-up  Area","Ramakrishnappa Layout",3,"Unknown",2770,4,3,315
"3995","Built-up  Area","Hoodi Circle, ",1,"Unknown",813,1,1,39
"3996","Plot  Area","Junnasandra",4,"Unknown",3884,4,3,240
"3997","Plot  Area","Doddaballapur",3,"Unknown",3876,3,1,300
"3998","Super built-up  Area","Kalena Agrahara",2,"PrncyRe",800,2,2,30
"3999","Plot  Area","Handenahalli",4,"Unknown",4750,2,1,120
"4000","Super built-up  Area","Hormavu",3,"Ocock R",1500,3,3,70
"4001","Super built-up  Area","Bannerghatta Road",3,"SNity S",1880,3,2,95
"4002","Super built-up  Area","Electronic City",3,"Pa II E",1440,2,2,55
"4003","Super built-up  Area","Akshaya Nagar",3,"DLhtsnd",1575,3,2,90
"4004","Super built-up  Area","Banagiri Nagar",3,"Unknown",1630,2,2,97.78
"4005","Super built-up  Area","Yelahanka",3,"Unknown",1180,3,1,55
"4006","Built-up  Area","Nagadevanahalli",2,"Unknown",1090,2,1,36
"4007","Super built-up  Area","NGR Layout",2,"Unknown",1020,2,2,48.45
"4008","Built-up  Area","Sarjapur Road, ",4,"Unknown",2425,4,3,173
"4009","Super built-up  Area","Varthur",2,"Hirio L",1097,2,1,33.82
"4010","Super built-up  Area","Raja Rajeshwari Nagar",2,"Sithand",1070,2,1,50
"4011","Super built-up  Area","Kumaraswami Layout",2,"Mania G",1000,2,1,58
"4012","Plot  Area","Hoodi",8,"Unknown",1120,8,2,150
"4013","Super built-up  Area","manyata tech park",2,"Unknown",1150,2,1,56
"4014","Built-up  Area","Frazer Town",3,"Clint E",1900,4,2,145
"4015","Super built-up  Area","Divya Unnathi Layout",2,"Unknown",1141,2,2,49
"4016","Built-up  Area","Jigani",2,"DLhtsen",937,2,1,44
"4017","Built-up  Area","Green Glen Layout",2,"Blisera",1075,2,1,60
"4018","Super built-up  Area","Panathur",2,"Unknown",1000,2,1,65.3
"4019","Super built-up  Area","Kasavanhalli",3,"Unknown",1450,3,2,77.41
"4020","Plot  Area","Yelachenahalli",5,"Unknown",897,2,1,85
"4021","Super built-up  Area","Ashwathnagar",2,"GMentAp",936,2,2,43
"4022","Built-up  Area","Gopalkrishna Nagar",2,"Unknown",1280,2,1,75
"4023","Super built-up  Area","Babusapalaya",2,"Unknown",1050,2,3,45
"4024","Super built-up  Area","Marathahalli",2,"Asintas",1350,2,1,86
"4025","Super built-up  Area","Mallasandra",2,"GMilse ",1325,2,1,70
"4026","Super built-up  Area","Devanahalli",2,"Oznuean",1174,2,1,59
"4027","Super built-up  Area","Hosur Road",3,"Saageat",1890,3,2,162
"4028","Super built-up  Area","Wilson Garden",1,"Unknown",735,1,1,75
"4029","Built-up  Area","Sarvabhouma Nagar",1,"Unknown",500,1,0,24
"4030","Super built-up  Area","Gottigere",3,"Unknown",1304,3,3,80
"4031","Built-up  Area","Yelahanka",3,"Niareum",1653,3,2,120
"4032","Super built-up  Area","Bisuvanahalli",3,"Prityel",1075,2,1,52
"4033","Super built-up  Area","7th Phase JP Nagar",2,"Kaiew L",1212,3,1,42
"4034","Built-up  Area","Hoysalanagar",2,"Mamesi ",1100,2,1,50
"4035","Super built-up  Area","Rajaji Nagar",4,"PhestOn",3436,6,3,500
"4036","Plot  Area","SMV layout",3,"Unknown",1200,4,0,145
"4037","Super built-up  Area","Billekahalli",2,"Unknown",1140,2,2,50
"4038","Plot  Area","Roopena Agrahara",2,"Unknown",1200,2,1,100
"4039","Super built-up  Area","Kudlu Gate",3,"Srier P",1532,3,2,83
"4040","Plot  Area","Doddaballapur",3,"Vahid O",2776,4,2,195
"4041","Super built-up  Area","Padmanabhanagar",3,"Naasyak",1531,2,0,75
"4042","Super built-up  Area","Poorna Pragna Layout",3,"Unknown",1270,2,2,50.79
"4043","Super built-up  Area","Uttarahalli",2,"DSera S",1325,2,1,53
"4044","Plot  Area","CQAL LAYOUT C BLOCK",3,"Unknown",1200,3,1,160
"4045","Super built-up  Area","Electronic City",3,"Sie 2is",1156,2,2,44
"4046","Plot  Area","R.T. Nagar",4,"Unknown",2000,4,2,320
"4047","Super built-up  Area","Bannerghatta Road",2,"SNity S",1260,2,2,70
"4048","Super built-up  Area","Vittasandra",2,"Prlla C",1934,2,0,90
"4049","Super built-up  Area","Malleshpalya",2,"Unknown",1060,2,1,40
"4050","Super built-up  Area","Kasavanhalli",3,"HMonymp",1476,3,1,95
"4051","Super built-up  Area","Murugeshpalya",2,"Rallaa ",1185,2,1,85
"4052","Super built-up  Area","Channasandra Layout",3,"Aconyit",1265,2,1,82
"4053","Built-up  Area","Near Electronic City, ",4,"Unknown",3200,5,1,150
"4054","Super built-up  Area","Virat Nagar",2,"Unknown",1196,2,2,56.81
"4055","Built-up  Area","EPIP Zone",2,"Unknown",1280,2,1,69
"4056","Plot  Area","Marathahalli",4,"Unknown",800,4,2,86
"4057","Built-up  Area","Hulimavu",2,"VisicCl",1175,2,2,45
"4058","Built-up  Area","Kacharakanahalli",3,"Unknown",1850,3,3,98
"4059","Plot  Area","Indira Nagar",4,"Unknown",2400,4,2,525
"4060","Super built-up  Area","Whitefield",2,"Pae 1ov",1195,2,1,70
"4061","Super built-up  Area","Ulsoor",3,"Unknown",2000,3,3,185
"4062","Carpet  Area","Veerannapalya",7,"Unknown",600,4,0,100
"4063","Plot  Area","Hebbal Kempapura",4,"Unknown",800,5,3,155
"4064","Super built-up  Area","Hosur Road",2,"Collsrn",1180,2,2,36.5
"4065","Super built-up  Area","Jakkur",2,"Elidet ",1050,2,1,49.87
"4066","Built-up  Area","Electronic City",3,"Unknown",1400,2,1,40.44
"4067","Plot  Area","Bagalakunte",4,"Unknown",2360,4,2,150
"4068","Super built-up  Area","Banashankari stage 2",2,"Unknown",1030,2,1,77.25
"4069","Super built-up  Area","Doddanakundi Industrial Area 2",2,"Unknown",1512,1,2,65.01
"4070","Built-up  Area","Subramanyapura",2,"Prldsri",929,2,1,48
"4071","Super built-up  Area","Jigani",3,"DLhtsen",1252,3,3,61
"4072","Built-up  Area","Green Glen Layout",3,"Soionar",1485,3,2,115
"4073","Super built-up  Area","Electronics City Phase 1",3,"Courf T",1124,2,2,55
"4074","Plot  Area","TC Palaya",6,"Unknown",2400,6,3,370
"4075","Built-up  Area","Indira Nagar",3,"Unknown",1407,3,1,120
"4076","Super built-up  Area","Hennur Road",3,"Puachal",1482,2,3,97
"4077","Super built-up  Area","Sector 7 HSR Layout",2,"Unknown",1163,2,1,98.86
"4078","Super built-up  Area","Jalahalli",3,"BrardCo",1570,3,2,140
"4079","Super built-up  Area","Whitefield",3,"BrlisCo",3480,4,2,284
"4080","Super built-up  Area","Chandapura",1,"SuVue S",520,1,1,14.04
"4081","Super built-up  Area","OLd Gurappanapalya",3,"SoliaMa",2000,3,2,160
"4082","Super built-up  Area","Prithvi Layout",2,"Prlmsge",1352,2,2,75
"4083","Super built-up  Area","Electronic City",2,"Prarkun",1152,2,1,65
"4084","Built-up  Area","ECC Road, Whitefield, ",3,"Unknown",1575,3,2,93
"4085","Super built-up  Area","Hegde Nagar",3,"SoitaCa",1965,4,2,125
"4086","Built-up  Area","Ramanjaneyanagar",3,"Siite E",1300,2,2,70
"4087","Plot  Area","Sarjapur  Road",4,"Unknown",1,4,2,120
"4088","Super built-up  Area","Marathahalli",2,"Unknown",957,2,1,47
"4089","Super built-up  Area","Hoskote",3,"Thiced ",1740,3,3,60
"4090","Plot  Area","Kanakpura Road",5,"Unknown",1080,6,3,65
"4091","Super built-up  Area","Neeladri Nagar",2,"Unknown",1060,2,0,35
"4092","Carpet  Area","Chikkadunnasandra",2,"Unknown",975,2,2,50
"4093","Super built-up  Area","Ramamurthy Nagar",2,"Unknown",1150,2,2,51
"4094","Super built-up  Area","Whitefield",3,"Unknown",1738,2,3,79
"4095","Super built-up  Area","Bommanahalli",3,"Unknown",1250,3,2,55
"4096","Built-up  Area","Bannerghatta Road",3,"Dhncyud",1788,3,2,90
"4097","Super built-up  Area","Kanakapura",2,"GoityEt",1151,2,1,59
"4098","Super built-up  Area","Uttarahalli",3,"Evood S",1300,2,2,60
"4099","Super built-up  Area","Garudachar Palya",2,"Unknown",1150,2,1,52.8
"4100","Super built-up  Area","Akshya Nagar",2,"Unknown",1380,2,1,75
"4101","Super built-up  Area","Hebbal",3,"Raard B",1645,3,2,117
"4102","Super built-up  Area","Babusapalaya",2,"Unknown",1141,2,1,45.9
"4103","Super built-up  Area","7th Phase JP Nagar",2,"BriumMi",1175,2,2,82.5
"4104","Super built-up  Area","Banashankari Stage V",3,"Unknown",1355,2,1,61
"4105","Built-up  Area","Dasarahalli",2,"Syonyph",1150,2,0,70
"4106","Super built-up  Area","Indranagar  100ft road defence colony",5,"Unknown",5800,5,2,80
"4107","Built-up  Area","Canara Bank Colony",2,"Unknown",1000,2,2,45
"4108","Super built-up  Area","Balagere",2,"Soresea",1007,2,1,65
"4109","Super built-up  Area","Wajid layout thanisandra",4,"Unknown",3000,5,2,100
"4110","Super built-up  Area","Kothanur",3,"Unknown",1436,3,3,70
"4111","Super built-up  Area","Marathahalli",4,"PueraRi",4000,4,3,220
"4112","Built-up  Area","Somasundara Palya",3,"ManceEl",2372,3,2,140
"4113","Plot  Area","R.T. Nagar",6,"Unknown",1500,6,2,240
"4114","Super built-up  Area","BTM Layout",3,"Unknown",1290,3,2,10
"4115","Plot  Area","Rajaji Nagar",2,"Unknown",1200,2,0,150
"4116","Super built-up  Area","Rayasandra",2,"Unknown",1016,2,1,58
"4117","Super built-up  Area","Dodda Nekkundi",2,"Unknown",1100,2,2,48
"4118","Super built-up  Area","B Channasandra",2,"PrncyRe",1080,2,1,45
"4119","Super built-up  Area","Electronic City",2,"GMown E",1070,2,1,60
"4120","Super built-up  Area","Kadubeesanahalli",3,"PrpiaSr",1532,3,1,115
"4121","Super built-up  Area","Hennur",2,"MDncyhi",1040,2,2,42.12
"4122","Plot  Area","Laxmi Sagar Layout",3,"Pudgear",3100,3,3,250
"4123","Super built-up  Area","Tumkur Road",2,"Coowsri",1290,2,0,48.905
"4124","Super built-up  Area","Thanisandra",3,"MenueNo",1430,2,2,51.6
"4125","Plot  Area","Rajaji Nagar",2,"Unknown",1160,1,0,163
"4126","Super built-up  Area","ITPL",4,"Unknown",3262,5,2,205
"4127","Plot  Area","Achins Road",7,"Unknown",2100,7,0,410
"4128","Built-up  Area","Uvce Layout",2,"Unknown",1190,2,2,100
"4129","Super built-up  Area","Panduranga Nagar",3,"SApusnu",1827,3,3,100
"4130","Super built-up  Area","HRBR Layout",2,"Srayatr",1210,2,1,75
"4131","Super built-up  Area","New Thippasandra",3,"Srmitev",1500,3,3,95
"4132","Super built-up  Area","Rachenahalli",2,"Unknown",1050,2,2,53.5
"4133","Super built-up  Area","Hebbal",2,"Oztarol",1251,2,1,88.73
"4134","Super built-up  Area","HSR Layout",3,"RotatHa",1600,2,2,115
"4135","Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,65.5
"4136","Super built-up  Area","Budigere",3,"PrityTr",1820,3,2,93
"4137","Super built-up  Area","Thigalarapalya",3,"Prtanha",2072,4,2,159
"4138","Super built-up  Area","Raja Rajeshwari Nagar",3,"Dehts H",1510,2,3,59
"4139","Super built-up  Area","Hoodi",3,"SMaxyay",1925,2,3,114
"4140","Plot  Area","Hennur Road",3,"LGapeon",2651,2,2,225
"4141","Super built-up  Area","Thigalarapalya",3,"Prtanha",2072,4,2,147
"4142","Super built-up  Area","Kumaraswami Layout",2,"GancyRe",1000,2,2,36
"4143","Plot  Area","KR Puram",3,"Salle F",1752,3,2,145
"4144","Super built-up  Area","Sahakara Nagar",2,"ArrdsOr",960,2,3,56
"4145","Super built-up  Area","Gattigere",2,"Vaw 2il",1180,2,2,63
"4146","Built-up  Area","Benson Town",3,"Fants A",2270,3,1,180
"4147","Built-up  Area","NRI Layout",2,"Unknown",650,2,0,59
"4148","Super built-up  Area","Lakshminarayana Pura",2,"Unknown",1200,2,1,75
"4149","Super built-up  Area","Bisuvanahalli",3,"Prityel",1180,2,1,46
"4150","Super built-up  Area","Roopena Agrahara",3,"Unknown",1300,3,2,47
"4151","Built-up  Area","Bannerghatta Road",2,"Unknown",1157,2,0,40
"4152","Super built-up  Area","Kanakpura Road",3,"PrarePa",1300,3,2,69
"4153","Super built-up  Area","Banashankari Stage III",3,"Pridsi ",1305,2,1,59
"4154","Super built-up  Area","Hegde Nagar",3,"SoisoCa",2006,4,2,196
"4155","Super built-up  Area","Jakkur",2,"BrdgeNo",1290,2,1,80
"4156","Super built-up  Area","Hoskote",2,"VRrtsa ",1170,2,3,45
"4157","Plot  Area","Cottonpet",4,"Unknown",971,2,2,135
"4158","Super built-up  Area","Yelachenahalli",2,"Coona A",1400,2,3,78
"4159","Super built-up  Area","Lakshminarayana Pura",2,"RothaVa",1200,2,2,75
"4160","Built-up  Area","Kamakshipalya",3,"Viaxy G",1155,2,0,60
"4161","Built-up  Area","Hormavu",3,"Cadel C",1725,3,2,85
"4162","Super built-up  Area","Kanakpura Road",2,"PrarePa",700,2,1,40
"4163","Built-up  Area","Yemlur",4,"Epllan ",7000,5,2,2050
"4164","Super built-up  Area","Hoodi",2,"GoAirej",1112,2,1,88
"4165","Super built-up  Area","Somasundara Palya",2,"ManceEl",1178,2,2,78
"4166","Super built-up  Area","Badavala Nagar",2,"DNncasa",1274,2,1,81
"4167","Super built-up  Area","Doddathoguru",2,"Vabow R",915,2,1,32
"4168","Plot  Area","6th Phase JP Nagar",8,"Unknown",1650,6,2,135
"4169","Super built-up  Area","Hosur Road",1,"Collsrn",760,1,2,21.28
"4170","Built-up  Area","Maragondanahalli",3,"ArnzaFi",1540,3,2,68
"4171","Super built-up  Area","P&T Layout",2,"Unknown",1206,2,3,38.5
"4172","Super built-up  Area","Basavanna Nagar",3,"Itala A",1645,3,2,95
"4173","Plot  Area","Canara Bank Layout",4,"Unknown",1200,4,2,170
"4174","Plot  Area","singapura paradise",4,"Unknown",1200,4,1,140
"4175","Super built-up  Area","Nehru Nagar",4,"Undge T",2342,3,2,115
"4176","Super built-up  Area","Kannur",3,"Unknown",1200,2,1,55
"4177","Super built-up  Area","Yelenahalli",2,"MDoseim",1056,2,2,33
"4178","Plot  Area","Raja Rajeshwari Nagar",8,"Unknown",4800,8,2,225
"4179","Super built-up  Area","Kanakpura Road",3,"Unknown",1450,3,3,54.3
"4180","Super built-up  Area","Thirumenahalli",2,"MNtha A",1161,2,2,36.69
"4181","Super built-up  Area","Dollars Colony",2,"Koowsis",1097,2,3,65
"4182","Built-up  Area","Uttarahalli",2,"Gaent R",850,2,2,35
"4183","Super built-up  Area","Green Glen Layout",3,"Soionar",1715,3,2,115
"4184","Super built-up  Area","Basavangudi",3,"Shntsad",2300,3,2,317
"4185","Super built-up  Area","Electronic City",2,"GMown E",1200,2,1,59
"4186","Super built-up  Area","8th Phase JP Nagar",2,"Unknown",1080,2,2,38
"4187","Super built-up  Area","Kasavanhalli",2,"Unknown",1200,2,1,50.3
"4188","Plot  Area","4th Block Koramangala",4,"Unknown",2400,4,0,550
"4189","Super built-up  Area","Banashankari",3,"Sriseva",1400,2,1,78
"4190","Plot  Area","Whitefield",4,"Vastael",1500,4,3,200
"4191","Carpet  Area","Kanakpura Road",1,"Roiti A",458,1,0,19.695
"4192","Super built-up  Area","Marathahalli",2,"Unknown",1230,2,1,57
"4193","Built-up  Area","Kalyan nagar",3,"SSonsvi",1640,3,3,88
"4194","Super built-up  Area","Banashankari",3,"Bregae ",1700,3,2,125
"4195","Super built-up  Area","Bommasandra",3,"Niara S",1478,2,2,44
"4196","Super built-up  Area","Defence Colony",4,"Masta A",6600,4,2,986
"4197","Super built-up  Area","Banashankari",2,"Unknown",1020,2,2,40.79
"4198","Plot  Area","Nagarbhavi",2,"Unknown",1200,2,1,150
"4199","Built-up  Area","Yelahanka",3,"Unknown",1275,2,2,95
"4200","Built-up  Area","Cambridge Layout",4,"Unknown",1600,3,1,165
"4201","Super built-up  Area","Kanakapura",2,"SPavenc",1110,2,2,38.85
"4202","Super built-up  Area","Uttarahalli",3,"Baveles",1290,3,2,88
"4203","Built-up  Area","Byagadadhenahalli",2,"VBavaai",620,2,1,22
"4204","Plot  Area","Whitefield",4,"Prrry M",3004,4,2,285
"4205","Super built-up  Area","Hosa Road",2,"Pamesy ",1133,2,1,52
"4206","Super built-up  Area","Hennur Road",2,"Gaodsch",1182,2,2,82.5
"4207","Super built-up  Area","Tumkur Road",3,"SosonGa",1500,3,3,100
"4208","Super built-up  Area","Hebbal Kempapura",4,"GonumPl",3900,5,2,360
"4209","Super built-up  Area","Marathahalli",2,"Srconor",1200,2,2,58
"4210","Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1128,2,1,48.79
"4211","Super built-up  Area","Malleshwaram",3,"Sariaat",2345,NA,2,293
"4212","Built-up  Area","Jayanagar",2,"Unknown",900,2,2,110
"4213","Built-up  Area","Amruthahalli",2,"NCondia",1100,2,1,45
"4214","Super built-up  Area","Kengeri Satellite Town",2,"Mameser",635,1,1,22
"4215","Super built-up  Area","Ardendale",4,"AWharde",2062,3,2,140
"4216","Built-up  Area","Thanisandra",3,"G conTh",1874,4,1,130
"4217","Plot  Area","Vidyaranyapura",4,"Unknown",600,3,2,78
"4218","Super built-up  Area","Old Madras Road",2,"Saesttt",1171,2,2,75
"4219","Super built-up  Area","Sarjapur",3,"Unknown",2020,3,3,85
"4220","Super built-up  Area","8th Phase JP Nagar",2,"Unknown",1059,2,2,34.5
"4221","Super built-up  Area","Panathur",3,"Saite G",1315,2,1,59.1
"4222","Super built-up  Area","Jakkur",3,"BrdgeNo",1760,3,2,110
"4223","Built-up  Area","Sampangi Rama Nagar",2,"Unknown",1200,2,1,125
"4224","Super built-up  Area","Hennur Road",3,"Koagati",1192,2,1,62
"4225","Super built-up  Area","Hebbal",3,"Raard B",1645,3,2,121
"4226","Super built-up  Area","Whitefield",2,"Veales ",1250,2,2,72
"4227","Super built-up  Area","Whitefield",1,"Oreldhi",709,1,0,34.385
"4228","Super built-up  Area","Whitefield",2,"Unknown",1340,2,1,77
"4229","Built-up  Area","Cooke Town",3,"Unknown",2388,4,3,239
"4230","Super built-up  Area","Hosa Road",2,"Sosisic",1290,2,1,104
"4231","Super built-up  Area","Jalahalli West",2,"Unknown",1355,2,3,75
"4232","Built-up  Area","Bannerghatta Road",2,"Unknown",1150,2,2,65
"4233","Super built-up  Area","Kanakapura",3,"GoityEt",1938,3,3,113
"4234","Super built-up  Area","Begur Road",4,"Unknown",2462,4,3,124
"4235","Super built-up  Area","Budigere",3,"PrityTr",1636,3,2,85
"4236","Super built-up  Area","Akshaya Nagar",3,"DLhtsnd",1430,2,2,75
"4237","Super built-up  Area","BEML Layout 5th stage",3,"Unknown",2000,3,2,85
"4238","Carpet  Area","Electronic City Phase II",3,"MJtroty",993,2,2,50
"4239","Plot  Area","Laggere",4,"Unknown",1260,4,1,150
"4240","Super built-up  Area","Kanakpura Road",3,"Unknown",1700,3,3,88
"4241","Super built-up  Area","Yelahanka",2,"Shana S",1270,2,2,78
"4242","Plot  Area","Anjanapura",3,"Unknown",1500,3,1,121
"4243","Built-up  Area","Koramangala",3,"Unknown",2300,3,3,290
"4244","Plot  Area","Hunasamaranahalli",4,"EmardBo",7500,4,2,900
"4245","Super built-up  Area","Marathahalli",3,"Unknown",1650,3,3,86.45
"4246","Super built-up  Area","Panathur",2,"Suriaa ",1109,2,1,63
"4247","Super built-up  Area","Pragathi Nagar",2,"Metrais",1280,2,1,49.75
"4248","Built-up  Area","Sarjapur",4,"Unknown",2885,3,1,185
"4249","Plot  Area","Banashankari",9,"Unknown",1200,9,1,145
"4250","Plot  Area","Devanahalli",3,"Prowser",1600,3,2,180
"4251","Super built-up  Area","Kothanur",3,"Unknown",1462,3,3,71
"4252","Super built-up  Area","Marathahalli",1,"Unezes ",607,1,1,35
"4253","Super built-up  Area","Kammasandra",2,"Unknown",930,2,0,25
"4254","Plot  Area","Varthur",4,"Unknown",4500,5,2,300
"4255","Plot  Area","Sahakara Nagar",5,"Unknown",1200,5,2,160
"4256","Super built-up  Area","Malleshwaram",3,"Unknown",2600,3,1,237
"4257","Super built-up  Area","JP Nagar",4,"Unknown",3000,4,2,140
"4258","Super built-up  Area","Electronic City Phase II",3,"Coomee ",1418,3,2,52.47
"4259","Built-up  Area","Ramesh Nagar",2,"Unknown",4200,1,2,160
"4260","Built-up  Area","EPIP Zone",2,"ValiaCa",1125,2,1,65
"4261","Super built-up  Area","CV Raman Nagar",3,"Pu270a ",1825,3,2,126
"4262","Super built-up  Area","Whitefield",2,"Veales ",1320,2,3,79.5
"4263","Built-up  Area","JP Nagar",4,"Unknown",3000,4,2,140
"4264","Super built-up  Area","HAL 2nd Stage",3,"MamalPr",1490,2,2,300
"4265","Plot  Area","8th block Koramangala",4,"Unknown",1650,3,1,300
"4266","Super built-up  Area","Whitefield",2,"Oreldhi",750,2,1,52.7
"4267","Super built-up  Area","Yelahanka",3,"Masser ",1400,2,2,80.54
"4268","Super built-up  Area","Sathya Sai Layout",4,"Prowshi",4104,4,3,360
"4269","Built-up  Area","Rajaji Nagar",4,"Unknown",5000,4,0,375
"4270","Plot  Area","Mahadevpura",5,"Unknown",3295,4,2,260
"4271","Plot  Area","A Narayanapura",4,"Unknown",1150,3,1,110
"4272","Plot  Area","Whitefield",3,"Unknown",1200,3,1,61.96
"4273","Built-up  Area","Poorna Pragna Layout",2,"Pathira",965,2,2,48
"4274","Plot  Area","Gottigere",1,"Unknown",812,1,1,26
"4275","Super built-up  Area","KR Puram",2,"HovasTe",1100,2,2,43
"4276","Super built-up  Area","Whitefield",2,"SSthamh",1180,2,2,41
"4277","Super built-up  Area","HSR Layout",2,"NRosete",1145,2,2,48
"4278","Super built-up  Area","Haralur Road",2,"Unknown",1027,2,1,44
"4279","Super built-up  Area","Silk Board",2,"Unknown",1215,2,2,49.85
"4280","Plot  Area","Hegde Nagar",2,"Unknown",1200,2,0,75
"4281","Super built-up  Area","Kenchenahalli",2,"AriosPa",1015,2,2,58
"4282","Plot  Area","Kaggalipura",3,"AxvamTa",2400,3,1,165
"4283","Plot  Area","Whitefield",4,"Prrry M",3000,4,3,306
"4284","Built-up  Area","7th Phase JP Nagar",3,"Unknown",3300,4,3,160
"4285","Super built-up  Area","Puttanahalli",2,"Unknown",1076,2,2,52
"4286","Super built-up  Area","JP Nagar",2,"Shestut",1300,2,1,109
