"area_type","location","size","society","total_sqft","bath","balcony","price"
"Super built-up  Area","Banashankari Stage II",3,"Unknown",1500,2,1,120
"Super built-up  Area","Yelahanka",3,"Rarthne",1391,2,2,64.5
"Super built-up  Area","Begur Road",2,"Dhalsh ",1160,2,2,42.92
"Built-up  Area","Chandapura",1,"Unknown",620,1,1,27
"Plot  Area","MS Pallya",8,"Unknown",2400,9,3,350
"Plot  Area","Vidyaranyapura",8,"Unknown",1200,7,3,130
"Built-up  Area","Whitefield",4,"Unknown",4827,4,3,400
"Super built-up  Area","Kanakpura Road",3,"JRrnauv",1482,3,3,60.98
"Super built-up  Area","Whitefield",2,"SBoneuc",1405,2,2,84.5
"Built-up  Area","Gunjur",2,"Puide P",1190,2,2,40
"Super built-up  Area","Harlur",2,"Prncyrn",1174,2,1,78
"Plot  Area","Seegehalli",2,"Unknown",1155,2,0,72
"Super built-up  Area","Thanisandra",3,"Bhe 2ko",1411,3,1,93.04
"Super built-up  Area","Jalahalli West",2,"Prntsax",745,2,0,50
"Super built-up  Area","Kereguddadahalli",2,"Jaood G",1000,2,2,30
"Super built-up  Area","Jigani",2,"DLhtsen",923,2,1,50
"Built-up  Area","Yeshwanthpur",2,"IBityin",1000,2,2,32
"Super built-up  Area","Battarahalli",2,"Srhamra",1276,2,2,45
"Built-up  Area","Devasthanagalu",3,"Grmes L",1460,3,2,70
"Super built-up  Area","Yemlur",2,"Unknown",1355,2,1,95
"Super built-up  Area","Avalahalli",1,"ZeodsWo",833,1,1,49
"Built-up  Area","Bapuji Layout",8,"Unknown",1200,8,2,275
"Plot  Area","Cambridge Layout",5,"Unknown",1750,5,1,450
"Super built-up  Area","Ramamurthy Nagar",2,"Vaharvi",1200,2,1,48
"Super built-up  Area","Yeshwanthpur",1,"IBityin",669,1,1,36.85
"Plot  Area","7th Phase JP Nagar",3,"Unknown",2200,4,2,105
"Super built-up  Area","Koramangala",3,"SRidsrc",1594,3,2,125
"Super built-up  Area","Kothanur",3,"Somumys",1790,3,2,105
"Super built-up  Area","NGR Layout",2,"Unknown",1020,2,1,45
"Plot  Area","Doddanekundi",4,"Unknown",3250,5,1,850
"Super built-up  Area","Vasantapura main road",2,"Unknown",1037,2,1,36.28
"Super built-up  Area","Whitefield",3,"SearkHy",1345,2,2,57
"Super built-up  Area","Kodichikkanahalli",2,"Unknown",1070,2,3,43
"Super built-up  Area","Sector 6 HSR Layout",4,"Unknown",3000,5,2,270
"Super built-up  Area","Yeshwanthpur",3,"IBityin",1385,2,2,76.18
"Super built-up  Area","Kanakpura Road",2,"Niacesa",1207,2,2,79.9
"Super built-up  Area","Varthur",2,"Caiseur",1140,2,3,55.5
"Built-up  Area","Basavanapura",2,"Papusa ",1220,2,2,68
"Plot  Area","CQAL Layout",4,"Unknown",3811,3,2,475
"Super built-up  Area","Iblur Village",4,"Emine P",3596,5,0,252
"Built-up  Area","Sarjapur  Road",3,"Contsci",1965,3,3,120
"Built-up  Area","Koramangala",3,"KHage G",1760,2,0,115
"Super built-up  Area","Haralur Road",2,"SNnia E",1225,2,1,70
"Super built-up  Area","Marathahalli",2,"Unknown",1075,2,2,52.43
"Built-up  Area","Panathur",2,"Unknown",1000,2,1,68
"Super built-up  Area","Hennur Road",3,"SaireSa",1891,3,1,109
"Super built-up  Area","Yelahanka",2,"PuziaVe",1322,2,2,86
"Plot  Area","Mathikere",3,"Unknown",1095,3,0,215
"Built-up  Area","Bellandur",4,"Vaodssh",3600,4,0,260
"Super built-up  Area","AECS Layout",2,"Foncync",1045,2,1,36.58
"Super built-up  Area","Venugopal Reddy Layout",3,"Patust ",1545,3,3,85
"Super built-up  Area","Thanisandra",3,"G conTh",1996,3,2,135
"Super built-up  Area","Brookefield",2,"Gotaten",1125,2,2,70
"Super built-up  Area","Mysore Road",3,"PrntaEn",1560,3,1,115
"Super built-up  Area","BEML Layout",3,"Unknown",2000,2,2,85
"Built-up  Area","Murugeshpalya",4,"IBaveen",3100,4,2,310
"Built-up  Area","Lake City",2,"Prdenth",780,2,1,35
"Plot  Area","Lakshmipura",2,"Unknown",1350,2,1,110
"Super built-up  Area","Sarjapur  Road",3,"Adeatlm",2275,4,2,180
"Super built-up  Area","Pragathi Nagar",2,"DStra S",1350,2,2,41
"Super built-up  Area","Haralur Road",3,"NRowse ",1464,3,3,56
"Super built-up  Area","Kanakpura Road",3,"JRrnauv",1570,3,3,64.5
"Super built-up  Area","Dasanapura",1,"Tavenew",708,1,0,28.32
"Super built-up  Area","Sarjapur  Road",3,"Mades G",1680,3,1,160
"Super built-up  Area","Hoodi",2,"SMaxyay",1400,2,1,82
"Super built-up  Area","Bellandur",2,"GoncyRe",1310,2,2,72
"Built-up  Area","BTM Layout",6,"Unknown",3300,6,3,165
"Super built-up  Area","Electronics City Phase 1",2,"Shitt S",1175,2,1,57
"Built-up  Area","Chikkalasandra",3,"V2avei ",1428,2,1,80
"Plot  Area","Akshaya Nagar",4,"Unknown",750,4,2,62
"Super built-up  Area","Whitefield",4,"Unknown",3252,4,3,280
"Super built-up  Area","Haralur Road",2,"Unknown",1194,2,2,46
"Plot  Area","Old Town",8,"Unknown",750,8,2,200
"Super built-up  Area","8th Phase JP Nagar",2,"Unknown",1080,2,2,35
"Super built-up  Area","Vijaya Bank Layout",3,"Unknown",1200,2,1,68
"Plot  Area","Whitefield",2,"Unknown",1200,2,1,45
"Plot  Area","Okalipura",5,"Unknown",1200,4,3,120
"Built-up  Area","Bommasandra Industrial Area",3,"Unknown",1320,2,1,38.13
"Super built-up  Area","Badavala Nagar",3,"DNncasa",1842,3,2,115
"Super built-up  Area","Sector 2 HSR Layout",2,"NDpalSe",1146,2,3,55
"Super built-up  Area","Rachenahalli",1,"AsNowre",440,1,1,28
"Super built-up  Area","Sahakara Nagar",2,"KPhtsei",1048,2,3,50
"Super built-up  Area","Thanisandra",3,"Soitya ",1801,3,1,115
"Super built-up  Area","Hennur Road",2,"Puachal",1232,2,1,69.61
"Super built-up  Area","Whitefield",2,"Viisear",1150,2,2,90
"Super built-up  Area","Talaghattapura",3,"Sodgere",1868,3,1,120
"Super built-up  Area","Begur",3,"Arera V",1445,2,2,47.1
"Super built-up  Area","Hebbal Kempapura",3,"Goateds",1466,2,3,140
"Built-up  Area","Harlur",3,"Unknown",1730,3,2,100
"Super built-up  Area","JP Nagar",3,"Pehtsa ",3860,3,2,402
"Super built-up  Area","Somasundara Palya",2,"ManceEl",1185,2,3,70
"Built-up  Area","Yeshwanthpur",3,"Unknown",3027,4,3,260
"Built-up  Area","Whitefield",4,"Unknown",2400,4,3,147
"Built-up  Area","Kaval Byrasandra",2,"Unknown",1185,2,1,49
"Super built-up  Area","Hongasandra",2,"Unknown",1150,2,2,49
"Plot  Area","Maruthi Extension",5,"Unknown",2000,4,2,180
"Plot  Area","Vidyapeeta",6,"Unknown",875,3,1,98
"Super built-up  Area","Pai Layout",2,"Unknown",1075,2,2,35
"Super built-up  Area","Hebbal",3,"Mahosya",1760,3,2,123
"Super built-up  Area","Banashankari",2,"Unknown",1600,2,1,63.98
"Plot  Area","Madiwala",4,"Unknown",910,4,1,140
"Super built-up  Area","Haralur Road",2,"Ozensve",1000,2,1,78
"Super built-up  Area","7th Phase JP Nagar",2,"BriumMi",1215,2,2,90
"Super built-up  Area","EPIP Zone",3,"Ste 2al",1734,3,3,125
"Super built-up  Area","Akshaya Nagar",2,"Unknown",1280,2,1,60
"Super built-up  Area","Rachenahalli",2,"Paentta",1113,2,1,55
"Super built-up  Area","Horamavu Banaswadi",2,"Unknown",1272,2,2,48
"Built-up  Area","Kereguddadahalli",3,"Jaood G",1240,3,2,41
"Built-up  Area","Varthur",8,"Unknown",704,8,3,92
"Super built-up  Area","Yelahanka",2,"Unknown",1100,2,1,70
"Super built-up  Area","Ambalipura",2,"Sisice ",896,2,1,30.13
"Super built-up  Area","Rachenahalli",4,"Unknown",3657,5,2,220
"Super built-up  Area","BTM 2nd Stage",2,"Fea 3Al",1200,2,0,35
"Built-up  Area","Ramagondanahalli",4,"Unknown",2800,4,3,155
"Super built-up  Area","Hebbal",4,"Raard B",2790,4,3,198
"Built-up  Area","Ambalipura",3,"AltesEs",3500,3,2,198
"Built-up  Area","Ramamurthy Nagar",3,"Unknown",3600,3,2,150
"Built-up  Area","Sarjapur",2,"Srncya ",1500,2,2,30
"Plot  Area","Meenakshi Layout",8,"Unknown",1200,7,0,220
"Super built-up  Area","S R Layout",2,"Seasare",1096,2,2,48
"Built-up  Area","Cholanayakanahalli",2,"Unknown",580,2,0,95
"Super built-up  Area","GD Layout",2,"Unknown",1094,2,1,44
"Super built-up  Area","Vittal Nagar",2,"Unknown",1100,2,2,49
"Super built-up  Area","Iblur Village",4,"DNionfl",1290,5,0,191
"Super built-up  Area","Koramangala",4,"Prood P",2503,6,2,325
"Super built-up  Area","Nagarbhavi",2,"Unknown",1145,2,2,40
"Super built-up  Area","Rachenahalli",3,"Sovar S",1550,3,2,74.5
"Super built-up  Area","Seegehalli",3,"Paoliy ",1830,4,2,82
"Super built-up  Area","Hoodi",3,"Caycend",1746,3,3,84.95
"Built-up  Area","Maruthi Sevanagar",4,"Unknown",1280,4,1,115
"Super built-up  Area","Kengeri",2,"Unknown",918,2,1,27.54
"Super built-up  Area","Chandapura",1,"SunceEs",645,1,1,16.45
"Super built-up  Area","Banashankari Stage III",3,"Pridsi ",1305,2,1,60
"Super built-up  Area","Thigalarapalya",2,"SLavena",1207,2,2,62
"Built-up  Area","Thanisandra",3,"Soitya ",1678,3,2,125
"Super built-up  Area","Kaggalipura",2,"Baowsig",950,2,1,50
"Plot  Area","Munnekollal",10,"Unknown",1200,7,2,240
"Super built-up  Area","Electronic City",2,"GMown E",1070,2,1,55
"Super built-up  Area","Ardendale",3,"SoystAm",1290,3,2,92
"Super built-up  Area","Attibele",3,"DSvar S",1639,2,1,40.98
"Super built-up  Area","Marathahalli",2,"Prionad",1360,2,1,103
"Plot  Area","Malleshpalya",4,"Unknown",2592,4,2,250
"Plot  Area","RMV 2nd Stage",3,"Unknown",4470,3,2,700
"Plot  Area","Kithaganur",5,"Unknown",720,4,3,62
"Super built-up  Area","Lakshminarayana Pura",3,"RothaVa",1656,3,2,150
"Super built-up  Area","Sarjapur  Road",2,"Asira E",985,2,1,49
"Super built-up  Area","Dodda Nekkundi",3,"Unknown",1999,3,2,135
"Super built-up  Area","7th Phase JP Nagar",2,"Brnia G",1050,2,1,75
"Super built-up  Area","Whitefield",3,"Unknown",1440,2,2,64
"Super built-up  Area","Basavangudi",3,"Swers T",1600,2,2,160
"Super built-up  Area","Ramagondanahalli",2,"ViistLa",1253,2,1,52.66
"Plot  Area","Shirdi Sai Nagar",3,"Unknown",1200,3,0,85
"Super built-up  Area","Padmanabhanagar",3,"Unknown",1360,2,3,75
"Super built-up  Area","Hagadur",2,"Unknown",1086,2,1,47.5
"Super built-up  Area","Wilson Garden",3,"Gonoril",1655,3,2,155
"Plot  Area","Old Madras Road",4,"Unknown",2600,4,2,260
"Super built-up  Area","Sarjapur  Road",2,"Contsci",1418,2,2,78
"Super built-up  Area","Kalena Agrahara",2,"PuamaPa",1270,2,2,100
"Super built-up  Area","Begur Road",3,"Dhalsh ",1410,2,3,52.17
"Super built-up  Area","JP Nagar 7th Phase, ",2,"Unknown",1150,2,1,74
"Plot  Area","Ramamurthy Nagar",2,"Unknown",600,3,2,45
"Built-up  Area","Raghuvanahalli",3,"Unknown",1440,3,2,65.8
"Plot  Area","J C Nagar",3,"Unknown",1200,2,0,108
"Super built-up  Area","Sadduguntepalya",2,"Jaanaa ",1200,2,2,75
"Super built-up  Area","Begur Road",3,"Dhalsh ",1410,2,3,50.06
"Plot  Area","Chandapura",4,"Cangse ",1200,5,2,92
"Plot  Area","Jalahalli",3,"Unknown",600,3,2,60
"Built-up  Area","Whitefield",1,"Unknown",624,1,1,35
"Super built-up  Area","Electronic City",2,"Pao 3ow",1060,2,1,58
"Super built-up  Area","Hebbal",4,"Cehosy ",3960,5,3,386
"Plot  Area","Whitefield",2,"Unknown",1200,2,1,45
"Plot  Area","Vidyaranyapura",4,"Unknown",1200,4,2,175
"Built-up  Area","Sarjapur",4,"Unknown",1917,3,0,60
"Super built-up  Area","KR Puram",2,"HovasTe",950,2,1,40
"Plot  Area","Channasandra",2,"Unknown",3040,2,1,48
"Super built-up  Area","BTM 2nd Stage",3,"Unknown",1250,3,1,50
"Super built-up  Area","Vishwapriya Layout",2,"Sanumn ",1235,2,2,60
"Super built-up  Area","Budigere",1,"PrityTr",722,1,0,46
"Plot  Area","Kanakpura Road",4,"ColeyNa",2775,3,1,165
"Built-up  Area","Sarjapur  Road",2,"Mades G",1200,2,1,93
"Built-up  Area","Bannerghatta Road",3,"Unknown",1400,3,2,68
"Built-up  Area","Mallathahalli",3,"Viers S",1225,3,3,60
"Super built-up  Area","Marathahalli",2,"Unknown",1220,2,1,58.5
"Super built-up  Area","Nagavarapalya",1,"PuonsSe",705,1,1,52.5
"Super built-up  Area","Battarahalli",3,"PaontWa",1880,3,2,94.36
"Plot  Area","Yelahanka",2,"Unknown",1200,2,1,70
"Built-up  Area","Doddakammanahalli",3,"SrarkSk",1550,2,1,60
"Super built-up  Area","Lingadheeranahalli",3,"Soiewre",1893,3,1,130
"Super built-up  Area","HMT Layout",3,"LoentKr",1650,3,2,75
"Built-up  Area","Chikkathoguru",2,"Srvasi ",1113,2,2,46
"Plot  Area","BEL Road",2,"Unknown",1500,2,0,203
"Plot  Area","Kamakshipalya",9,"Unknown",1800,9,1,180
"Super built-up  Area","Sarjapur  Road",3,"MJtumty",1586,3,3,70
"Plot  Area","Seegehalli",3,"Chorda ",4000,3,1,235
"Super built-up  Area","Yelahanka New Town",3,"SPllain",1541,3,3,80
"Super built-up  Area","Haralur Road",3,"SNnia E",1830,3,2,101
"Super built-up  Area","Kodigehalli",2,"Unknown",1200,2,2,48
"Plot  Area","Bidrahalli",3,"Unknown",1800,2,0,72
"Super built-up  Area","Bommasandra",2,"SSestth",1015,2,1,40
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1120,2,2,37.95
"Super built-up  Area","Hoodi",1,"GoAirej",706,1,1,48.24
"Plot  Area","Medi Agrahara",4,"Unknown",1350,4,2,85
"Plot  Area","Kumaraswami Layout",6,"Unknown",610,4,2,95
"Plot  Area","Kanakpura Road",3,"ColeyNa",1900,3,1,99
"Plot  Area","Harlur",4,"Unknown",1200,4,2,243
"Built-up  Area","Seegehalli",4,"Paoliy ",3000,5,3,150
"Super built-up  Area","Bisuvanahalli",3,"Prityel",1075,2,1,42
"Super built-up  Area","Kanakpura Road",2,"Soazak ",1290,2,3,80
"Super built-up  Area","Akshaya Nagar",2,"SuBayin",1200,2,1,50
"Built-up  Area","Hormavu",2,"Naandit",1150,2,1,53.11
"Super built-up  Area","Uttarahalli",3,"Unknown",1360,2,3,61.2
"Carpet  Area","4th Block Koramangala",9,"Unknown",4500,9,2,500
"Super built-up  Area","whitefiled",2,"Unknown",935,2,1,32.73
"Super built-up  Area","Cox Town",3,"ElentAp",1730,3,3,140
"Super built-up  Area","Sarjapur  Road",2,"Unknown",1260,2,2,53
"Built-up  Area","Banagiri Nagar",6,"Unknown",675,6,2,125
"Plot  Area","Marathahalli",4,"Unknown",4000,4,1,650
"Super built-up  Area","Marathahalli",2,"Unknown",950,2,1,45.68
"Plot  Area","Subbannaiah Palya",2,"Unknown",600,3,2,85
"Built-up  Area","Vadarpalya",5,"Unknown",2500,5,2,120
"Super built-up  Area","Hegde Nagar",4,"SoisoCa",3216,5,2,300
"Plot  Area","N R Layout",6,"Unknown",800,3,2,120
"Super built-up  Area","Budigere",3,"PrityTr",1991,4,2,88
"Super built-up  Area","Sarjapur  Road",2,"Shthi S",1115,2,1,60
"Super built-up  Area","Koramangala",3,"Gencysi",1900,3,3,150
"Super built-up  Area","Whitefield",2,"SMuilan",1109,2,1,41.49
"Super built-up  Area","Rajiv Nagar",4,"PuoodSk",2340,5,1,129
"Plot  Area","Judicial Layout",6,"Unknown",1200,6,2,300
"Plot  Area","Whitefield",4,"Chllea ",4356,5,1,850
"Super built-up  Area","9th Phase JP Nagar",2,"NaensGa",1005,2,1,43
"Super built-up  Area","Kengeri",1,"VBn 2lm",416,1,1,19.5
"Super built-up  Area","1st Phase JP Nagar",2,"NCaveun",1394,2,1,100
"Super built-up  Area","Harlur",3,"SrEndPo",2138,3,2,110
"Built-up  Area","Richards Town",3,"Arata A",1550,3,2,160
"Super built-up  Area","Nagavarapalya",3,"Giconal",1300,3,1,80
"Super built-up  Area","Thanisandra",2,"Bhmesy ",1265,2,2,82
"Built-up  Area","Manorayana Palya",2,"Unknown",1140,2,2,52
"Carpet  Area","BCC Layout",2,"Mae 1Ar",1050,2,3,40
"Built-up  Area","Thanisandra",2,"Unknown",1100,2,1,48
"Super built-up  Area","Varthur",2,"Soamsay",1012,2,1,59
"Plot  Area","Varthur",4,"Darsh S",1600,4,3,112
"Super built-up  Area","Yelahanka",2,"Niareum",1326,2,2,57
"Built-up  Area","Hebbal Kempapura",3,"Unknown",1654,2,3,85
"Plot  Area","Jeevan bima nagar",3,"Unknown",1705,2,1,290
"Super built-up  Area","Chikkalasandra",2,"Unknown",1070,2,1,42.8
"Super built-up  Area","Whitefield",3,"Brony H",1700,3,2,95
"Carpet  Area","Bhoganhalli",2,"Rosha I",1290,2,1,80.64
"Super built-up  Area","Kogilu",2,"Unknown",1140,2,2,50.66
"Plot  Area","Whitefield",4,"Skensk ",4960,4,3,400
"Super built-up  Area","Talaghattapura",3,"Sodgere",2254,3,2,170
"Super built-up  Area","Kanakapura",2,"Unknown",945,2,1,47
"Super built-up  Area","Begur Road",4,"Pruthg ",2462,6,2,150
"Plot  Area","Giri Nagar",3,"Unknown",1350,3,0,240
"Super built-up  Area","Marathahalli",1,"PrensKe",615,1,1,44
"Plot  Area","Ramamurthy Nagar",2,"Unknown",1110,2,0,65
"Super built-up  Area","Haralur Road",1,"SNnia E",575,1,1,88
"Super built-up  Area","Electronic City",2,"GMown E",1025,2,1,54.1
"Built-up  Area","Vinayak Nagar",3,"Niarknt",1758,3,2,95
"Super built-up  Area","Gopalapura",4,"Sothadr",3179,5,3,351
"Super built-up  Area","Kaikondrahalli",3,"Srsica ",1342,3,3,92
"Super built-up  Area","Kalyan nagar",3,"AgaveEn",1800,3,2,85
"Built-up  Area","Whitefield",4,"Unknown",2928,4,3,198
"Built-up  Area","Doddathoguru",2,"Unknown",1140,2,3,32
"Super built-up  Area","Raja Rajeshwari Nagar",2,"Prllsan",1608,2,2,85
"Super built-up  Area","Kadugodi",3,"Unknown",1645,2,2,82
"Super built-up  Area","Ramamurthy Nagar",3,"Vaharvi",1410,2,1,56.4
"Super built-up  Area","Harlur",2,"Unknown",1200,2,2,52
"Super built-up  Area","8th Phase JP Nagar",3,"Unknown",1275,2,2,41.5
"Built-up  Area","Dodda Nekkundi",4,"Adstah ",3800,4,2,600
"Super built-up  Area","Kada Agrahara",3,"CoaveAt",909,2,1,40
"Built-up  Area","Basavanapura",2,"Unknown",1200,3,0,85
"Super built-up  Area","Kalyan nagar",2,"NCold G",1080,2,2,73
"Plot  Area","Madanayakahalli",2,"Unknown",1200,2,1,34
"Super built-up  Area","Akshaya Nagar",2,"Suiumy ",1092,2,1,60
"Super built-up  Area","Jalahalli",3,"Prensin",1932,4,3,135
"Super built-up  Area","KR Puram",2,"SVlesas",1156,2,1,72
"Super built-up  Area","Bellandur",2,"Unknown",924,2,2,35.11
"Super built-up  Area","Thubarahalli",2,"Kenia G",1330,2,1,75
"Super built-up  Area","Thanisandra",3,"Bhmesy ",1917,4,2,113
"Super built-up  Area","Chandapura",2,"SunceEs",985,2,1,25.12
"Plot  Area","Mahalakshmi Puram",6,"Unknown",2400,6,2,408
"Plot  Area","Richmond Town",4,"Unknown",1800,5,2,500
"Plot  Area","Mahalakshmi Puram",2,"Unknown",1290,1,0,225
"Super built-up  Area","Kodigehalli",1,"Unknown",655,1,1,53
"Built-up  Area","4th Block Koramangala",3,"Unknown",1800,3,3,140
"Built-up  Area","Margondanahalli",4,"Unknown",1360,2,2,45
"Super built-up  Area","Bellandur",3,"Krala D",1785,3,3,118
"Super built-up  Area","Kadugodi",7,"Unknown",4000,7,2,130
"Super built-up  Area","Hebbal",3,"Raard B",1645,3,2,120
"Super built-up  Area","Gottigere",2,"Sklls C",1235,2,2,63
"Plot  Area","Anandapura",2,"Unknown",900,2,0,48
"Super built-up  Area","Thanisandra",1,"Pronyt ",662,1,1,42
"Plot  Area","TC Palaya",5,"Unknown",1440,5,1,100
"Super built-up  Area","Whitefield",2,"Suhamra",1215,2,1,62
"Super built-up  Area","Bisuvanahalli",2,"Prityel",845,2,1,37
"Super built-up  Area","Sarjapur  Road",3,"Ahriaup",1525,2,2,87
"Built-up  Area","Jaladarsini Layout",2,"DiaveEn",1000,2,2,48
"Super built-up  Area","Hebbal",3,"Magiaya",1255,2,1,90
"Super built-up  Area","Mysore Road",3,"PrntaEn",1560,3,2,120
"Built-up  Area","Kasavanhalli",3,"Unknown",2100,3,3,110
"Super built-up  Area","Kodichikkanahalli",3,"Suntsan",1620,2,2,85
"Super built-up  Area","Marathahalli",3,"PuilaMi",1595,3,2,90
"Super built-up  Area","Basavanapura",2,"Unknown",1095,2,2,38.52
"Built-up  Area","9th Phase JP Nagar",2,"NaensGa",835,2,0,37
"Super built-up  Area","Hennur Road",3,"DSapeSk",2182,3,2,72.04
"Super built-up  Area","Thigalarapalya",2,"Unknown",1418,2,2,106
"Super built-up  Area","Sanjay nagar",3,"Unknown",1900,2,2,180
"Super built-up  Area","Whitefield",3,"Goted U",2700,5,2,175
"Super built-up  Area","BTM 2nd Stage",2,"Rencyes",1070,2,1,48
"Plot  Area","Ramamurthy Nagar",9,"Unknown",2000,9,2,150
"Plot  Area","Munnekollal",43,"Unknown",2400,40,0,660
"Super built-up  Area","Electronics City Phase 1",1,"Shitt S",755,1,1,42.41
"Super built-up  Area","Hebbal",3,"Raard B",1645,3,2,117
"Plot  Area","Sarjapur",3,"Unknown",2400,3,2,190
"Super built-up  Area","Chandapura",1,"SunceEs",645,1,1,16.45
"Built-up  Area","4th T block Jayanagar",4,"Unknown",3900,4,2,333
"Plot  Area","Attur Layout",3,"Unknown",2400,4,2,200
"Plot  Area","1st Block HRBR Layout",10,"Unknown",2416,10,2,600
"Built-up  Area","Electronics City Phase 1",2,"SNavenc",919,2,0,28
"Super built-up  Area","Bannerghatta Road",3,"Hiate F",1725,3,2,110
"Super built-up  Area","Sarjapur  Road",2,"PualeSk",1346,2,1,71.32
"Built-up  Area","Electronic City Phase II",2,"Coush W",1070,2,2,45
"Super built-up  Area","Begur Road",2,"SLtalry",1225,2,1,35.52
"Plot  Area","Sarakki Nagar",6,"Unknown",880,6,2,75
"Built-up  Area","Neeladri Nagar",1,"Guenoa ",640,1,1,20.5
"Super built-up  Area","Chikkalasandra",3,"Unknown",1310,2,1,52.4
"Super built-up  Area","Kanakapura",2,"Unknown",1190,2,2,39
"Super built-up  Area","Basavanna Nagar",3,"Itala A",1645,3,2,87.5
"Super built-up  Area","Marathahalli",2,"Asintas",1350,2,1,89
"Super built-up  Area","Vittasandra",2,"Prlla C",1404,2,1,68.8
"Super built-up  Area","Electronic City",3,"Sie 2is",1105,2,1,35
"Super built-up  Area","Kanakpura Road",2,"PrarePa",900,2,1,41
"Plot  Area","A Narayanapura",4,"Unknown",1650,4,3,320
"Super built-up  Area","Dodda Nekkundi",2,"Unknown",1100,2,1,41.15
"Built-up  Area","Thanisandra",4,"Unknown",2100,4,1,95
"Super built-up  Area","Thanisandra",3,"Bhmesy ",1948,3,2,130
"Super built-up  Area","Singasandra",3,"Unknown",1464,3,2,56
"Super built-up  Area","Raja Rajeshwari Nagar",2,"Unknown",1210,2,2,45
"Built-up  Area","Yelahanka",5,"Unknown",4000,5,2,220
"Super built-up  Area","Brooke Bond First Cross",2,"Viium E",1252,2,2,55
"Plot  Area","Nagarbhavi",5,"Unknown",1200,4,3,240
"Super built-up  Area","Sarjapur  Road",5,"Maana E",3905,7,2,290
